Year,GBR,NLD,FRA,BEL,SWE,DEU,ESP,PRT,POL,ITA,CHN,IND,JPN
1846,4334.0,3521.0,2356.3036969350965,2700.0,1554.0,2086.6536255179967,1656.5986154259497,1524.3385313065,944.0,2538.470902148879,854.4,945.6666666666666,1435.77
1847,4234.0,3545.0,2606.6997415565243,2809.0,1594.0,2064.508279360445,1592.762947464666,1409.71562206475,956.0,2536.3510934623246,855.3,946.0,1435.8274999999999
1848,4361.0,3602.0,2437.9537865141847,2796.0,1612.0,2202.5587718673514,1615.9254219354177,1496.48281321175,960.0,2536.3510934623246,856.2,946.3333333333334,1435.885
1849,4422.0,3709.0,2505.5587392369453,2853.0,1672.0,2288.2742293073684,1638.2705798252298,1520.168077337,960.0,2538.470902148879,857.1,946.6666666666666,1435.9425
1850,4332.0,3779.0,2545.027508542817,2944.0,1715.0,2276.0,1702.9349264460188,1469.8775,985.0,2540.590710835433,858.0,947.0,1436.0
1851,4477.0,3834.0,2498.842933227564,3006.0,1682.0,2244.0,1718.4222194727763,1468.902,1038.0,2542.710519521988,862.35,947.0,1443.2
1852,4626.0,3790.0,2652.939920416003,3067.0,1645.0,2273.0,1783.8384904908464,1467.9265,1062.0,2540.5907108354336,866.7,941.9,1450.4
1853,4734.0,3704.0,2515.0432197259547,3127.0,1667.0,2252.0,1783.8340434892614,1466.951,1108.0,2549.069945581651,871.05,936.8,1457.6
1854,4909.0,3931.0,2626.968253548038,3300.0,1685.0,2300.0,1801.455539337808,1465.9755,1133.0,2548.010041238374,875.4,931.7,1464.8
1855,4748.0,3824.0,2577.990726478919,3301.0,1788.0,2263.0,1889.0897789839562,1465.0,1162.0,2570.268032447195,879.75,926.6,1472.0
1856,5013.0,3977.0,2686.804790129401,3459.0,1771.0,2440.0,1797.5085248436994,1455.3333333333333,1159.0,2562.8487020442544,884.1,921.5,1479.2
1857,5019.0,3907.0,2835.717213114754,3524.0,1819.0,2541.0,1744.0302810388387,1445.6666666666667,1183.0,2557.5491803278687,888.45,916.4,1486.4
1858,4879.0,3800.0,3028.6495204216276,3526.0,1841.0,2509.0,1778.3680455486412,1436.0,1237.0,2551.189754268206,892.8,911.3,1493.6
1859,5031.0,3665.0,2826.921982217866,3502.0,1906.0,2495.0,1861.1265944607705,1426.3333333333333,1296.0,2544.8303282085426,897.15,906.2,1500.8
1860,5086.0,3840.0,3016.0,3655.0,1941.0,2613.0,1927.7724653597115,1416.6666666666667,1358.0,2538.4709021488793,901.5,901.1,1508.0
1861,5024.0,3735.0,2820.0,3682.0,1865.0,2523.0,1929.4048945756558,1407.0,1387.0,2558.0,905.85,896.0,1515.2
1862,4764.0,3881.0,3051.0,3752.0,1808.0,2622.0,1929.6805242400596,1410.25,1376.0,2634.3524590163934,910.2,890.8888888888889,1522.4
1863,5165.0,3953.0,3145.0,3832.0,1886.0,2788.0,1956.3544512427152,1413.5,1387.0,2688.1147540983607,914.55,885.7777777777778,1529.6
1864,5255.0,4111.0,3169.0,3931.0,1919.0,2837.0,1943.1622448534888,1416.75,1420.0,2642.032786885246,918.9,880.6666666666666,1536.8
1865,5333.0,4117.0,3067.0,3902.0,1953.0,2821.0,1862.083037166315,1420.0,1446.0,2780.27868852459,923.25,875.5555555555555,1544.0
1866,5451.0,4272.0,3083.0,3990.0,1921.0,2823.0,1974.4524288588445,1466.0,1470.0,2588.2704918032787,927.6,870.4444444444445,1551.2
1867,5424.0,4127.0,2890.0,3980.0,1949.0,2815.0,1943.7187679790839,1500.0,1516.0,2611.311475409836,931.95,865.3333333333334,1558.4
1868,5636.0,4152.0,3159.0,4095.0,1774.0,2966.0,1698.7675035479258,1506.0,1556.0,2626.6721311475408,936.3,860.2222222222222,1565.6
1869,5635.0,4286.0,3198.0,4245.0,1902.0,2965.0,1757.92802840513,1537.0,1559.0,2695.7950819672133,940.65,855.1111111111111,1572.8
1870,5829.0,4422.0,2990.0,4291.0,2144.0,2931.0,1806.456309295334,1554.0,1575.0,2826.3606557377047,945.0,850.0,1580.0
1871,5797.0,4364.0,3027.0,4275.0,2219.0,2896.0,1945.427360907923,1487.0,1576.0,2811.1200000000003,943.0588235294117,852.0,1586.8725
1872,5769.0,4414.0,3312.0,4501.0,2259.0,3078.0,2242.9653817361404,1521.0,1599.0,2593.0,941.1176470588235,854.0,1593.745
1873,5842.0,4503.0,3064.0,4495.0,2284.0,3186.0,2423.90660503451,1575.0,1653.0,2581.0,939.1764705882352,856.0,1600.6175
1874,5874.0,4337.0,3438.0,4607.0,2370.0,3386.0,2212.928424532403,1540.0,1682.0,2715.0,937.2352941176471,858.0,1607.49
1875,5950.0,4584.0,3537.0,4560.0,2286.0,3366.0,2273.853091551616,1529.0,1686.0,2727.0,935.2941176470588,860.0,1618.5073156881817
1876,5938.0,4595.0,3233.0,4583.0,2431.0,3301.0,2343.200584124242,1486.0,1733.0,2662.0,933.3529411764706,862.0,1629.5246313763637
1877,5923.0,4651.0,3390.0,4597.0,2377.0,3241.0,2598.252791621509,1545.0,1761.0,2678.0,931.4117647058823,864.0,1640.5419470645454
1878,5879.0,4637.0,3333.0,4689.0,2291.0,3352.0,2492.020079848089,1537.0,1800.0,2745.0,929.4705882352941,866.0,1651.5592627527274
1879,5786.0,4414.0,3113.0,4694.0,2416.0,3234.0,2313.5200484261636,1529.0,1835.0,2753.0,927.5294117647059,868.0,1662.576578440909
1880,5997.0,4666.0,3379.0,4886.0,2359.0,3174.0,2517.07559103517,1510.0,1886.0,2796.0,925.5882352941177,870.0,1673.593894129091
1881,6146.0,4694.0,3497.0,4894.0,2444.0,3228.0,2534.708578590474,1546.0,1927.0,2880.0,923.6470588235294,872.0,1684.6112098172728
1882,6269.0,4758.0,3647.0,4999.0,2354.0,3258.0,2544.2920289658746,1581.0,1978.0,2915.0,921.7058823529412,874.0,1695.6285255054547
1883,6264.0,5053.0,3647.0,5013.0,2531.0,3416.0,2579.8380641560116,1607.0,2026.0,2942.0,919.7647058823529,876.0,1706.6458411936364
1884,6220.0,5085.0,3591.0,4999.0,2477.0,3472.0,2587.094644384827,1648.0,2056.0,2898.0,917.8235294117648,878.0,1717.6631568818184
1885,6132.0,5137.0,3518.0,5002.0,2522.0,3532.0,2490.2952868895336,1677.0,2083.0,2941.0,915.8823529411765,904.0,1728.6804725700001
1886,6170.0,5157.0,3566.0,5026.0,2547.0,3524.0,2432.0482596409374,1753.0,2091.0,3005.0,913.9411764705883,874.0,1831.88223528
1887,6358.0,5223.0,3585.0,5180.0,2471.0,3626.0,2378.44576565618,1776.0,2087.0,3081.0,912.0,912.0,1847.5294539000001
1888,6585.0,5231.0,3617.0,5176.0,2511.0,3732.0,2472.120964733228,1782.0,2120.0,3065.0,929.3333333333334,918.0,1723.5686034900002
1889,6876.0,5349.0,3701.0,5386.0,2549.0,3792.0,2465.8533076077724,1734.0,2161.0,2971.0,946.6666666666666,891.0,1754.5337501400002
1890,6845.0,5078.0,3787.0,5464.0,2606.0,3870.0,2459.6170115845034,1798.0,2204.0,2974.0,964.0,931.0,1853.57544798
1891,6781.0,5035.0,3877.0,5412.0,2748.0,3821.0,2506.0656557088364,1752.0,2235.0,3014.0,964.8,843.0,1749.73712877
1892,6553.0,5131.0,3974.0,5486.0,2713.0,3936.0,2716.7375926575505,1733.0,2276.0,3017.0,965.6,910.0,1841.7019051500001
1893,6486.0,5019.0,4041.0,5507.0,2778.0,4089.0,2599.663202241526,1755.0,2311.0,3064.0,966.4,931.0,1832.44389642
1894,6851.0,5247.0,4186.0,5528.0,2791.0,4141.0,2629.2671177262205,1720.0,2340.0,3081.0,967.2,944.0,2016.41873874
1895,6996.0,5212.0,4095.0,5598.0,2927.0,4281.0,2584.8320355673004,1780.0,2364.0,3107.0,968.0,920.0,2021.82542721
1896,7211.0,5359.0,4280.0,5660.0,3003.0,4368.0,2328.1600686765682,1793.0,2415.0,3153.0,968.8,850.0,1904.44316682
1897,7229.0,5421.0,4207.0,5716.0,3121.0,4423.0,2465.8978994256045,1884.0,2477.0,3158.0,969.6,1004.0,1904.51098668
1898,7500.0,5431.0,4399.0,5762.0,3228.0,4540.0,2624.471742624925,1935.0,2546.0,3145.0,970.4,1004.0,2232.8545281600004
1899,7729.0,5435.0,4640.0,5828.0,3308.0,4631.0,2632.6386716970746,1991.0,2630.0,3180.0,971.2,925.0,2104.5571817100003
1900,7594.0,5306.0,4584.0,5947.0,3320.0,4758.0,2672.390528137885,2075.0,2700.0,3264.0,972.0,955.0,2123.25060819
