Year,Agri,Ind,Serv,GDP,nAgri,nInd,nServ,nGDP,Defl,Coal,Iron,Textiles,TotalInd,Construction,PopEng,PopGB,K_nondwell_GB,K_dwell_GB
1716,85.42675933313485,109.92723724678018,110.5699381588882,103.5923687752123,,72.99220623205565,,96.68147844836051,86.42430127720424,118.75,115.29714978775014,146.29347494769482,83.86460079175524,81.51260504201676,5.428305999999999,6.549664320037117,,
1717,95.93179160660571,117.13906331529856,110.74782740554745,109.4329724678627,,77.97755520915385,,94.07347902006946,90.11789340800526,131.25,125.15160703456641,152.0667476361287,88.82856634382209,96.63865546218484,5.437161,6.59441305443385,,
1718,115.7850294520194,117.51047771226789,113.0187134162141,115.61282110450897,,82.64757780146786,,89.01960056653569,93.81809500236938,118.75,138.75833838690116,145.24700029900737,92.5170627305178,111.76470588235287,5.491429,6.639199523461984,,
1719,95.74400768322626,124.85269605394329,113.89401819946683,113.57604122492934,,79.40539489545839,,86.97394817632387,90.92420788228314,125.0,135.89296543359612,168.51911147310088,93.76272971103937,110.08403361344534,5.530415,6.684023837556813,,
1720,132.44334452246486,119.7205319221772,112.54168542346056,120.82021463046533,,87.89384437022179,,97.64452045114132,90.51265976868392,125.0,134.51334141904184,135.89034969373236,102.61940431395509,140.33613445378143,5.510036,6.661746445637375,,
1721,128.66088915336607,112.79798613722684,109.9039597963505,116.10676175553252,,80.62529393761425,,90.28062543957786,86.42288343412694,137.5,128.98726500909643,126.61194374819031,93.5817489316691,111.76470588235287,5.5027420000000005,6.6543807338731265,,
1722,118.28793710202154,118.67457197477557,114.84127883571892,117.34497971718356,,79.62288621134383,,83.24908483829621,87.39995815998226,137.5,122.93056397816859,145.39185046198116,95.75520906849032,121.00840336134446,5.505718,6.660699764024171,,
1723,109.7157154201551,118.4197782846683,113.51219091416434,114.52612301565672,,79.64583622213432,,86.43649689275894,89.03721718822266,137.5,122.9760460885385,156.19411934404224,92.76528589895962,106.72268907563026,5.5231840000000005,6.685698617223378,,
1724,114.30381943354664,112.9038361554544,113.23245425342516,113.38270070708658,,78.89783927542065,,89.04180649752492,87.59211877317945,131.25,122.95330503335356,117.81943672994171,95.35198080892977,142.01680672268893,5.540006999999999,6.709474953096012,,
1725,117.20001303298335,116.95125569238225,114.83560717833616,116.34080659906118,,82.76499759505481,,95.98035997945806,87.73120315893439,137.5,122.84718010915705,130.85690501763048,96.94095252508619,142.85714285714275,5.55845,6.734518875177854,,
1726,100.41373750461227,119.2899936738454,114.59705119541815,112.74950746229908,,82.16226064547836,,101.28090172611022,88.77729967883587,149.99999999999997,120.67161916312917,149.41868164189387,94.93323113484769,117.64705882352938,5.602227,6.791987814756587,,
1727,104.656794706625,114.10358309965247,115.61539247550282,112.06540104586624,,79.80148870150514,,98.1766314682067,87.70157609342546,143.75,120.52001212856275,126.61985589014755,94.21754450998397,115.96638655462179,5.628488999999999,6.8320509414618025,,
1728,121.70511771328209,110.75027602416169,116.4086724199741,115.4849894382743,,87.13716055186526,,117.81277420297201,86.19267754180039,131.25,118.36719223771983,114.79980066435674,96.42381828922211,129.41176470588232,5.577742,6.766135656315756,,
1729,117.66748692779201,101.0941676885664,112.18601194759617,109.06706640972008,,80.36892219276031,,107.29423782120844,87.91525823799785,143.75,114.83474833232262,91.57508326155704,84.63073894295792,99.1596638655462,5.478466999999999,6.657749947140612,,
1730,113.60784532792596,108.63537474378926,113.63850578910456,111.5634357697093,,76.73830304110787,,88.41829469521795,85.4119596283682,131.25,112.09824135839904,113.2446417322385,93.19541693255024,111.76470588235287,5.420676,6.57674249931289,,
1731,110.48446003976358,106.39621992952415,113.59634234786296,109.7911121935635,,74.86257219830371,,84.53801022339677,86.51241553350835,137.5,111.30230442692542,116.22266718963897,87.54346998235367,103.36134453781509,5.414321,6.5718443781073725,,
1732,131.2949256951674,110.47210057806322,113.76945282921092,117.08574131547525,,77.53913102446747,,78.32847172815114,85.11548489532375,131.25,107.91388720436628,109.07214971591145,101.22450913412078,134.45378151260502,5.394667999999999,6.6006735094638564,,
1733,130.54535371093976,115.87590934814402,115.53065030814855,119.68150973671534,,80.33025770455747,,79.21846135497287,86.28344108364948,143.75,107.98969072164948,143.24494875404395,98.56316922533452,123.52941176470576,5.4375290000000005,6.635777065019221,,
1734,125.57632028186151,115.68515830651592,118.57220706225998,119.24928638077994,,80.31729399200063,,83.8074064725331,84.90037003588259,131.25,103.24439053972102,146.8851194175019,97.62213638415838,126.05042016806722,5.515446,6.704666308339079,,
1735,115.53362736422497,115.04645977121348,118.93384274471683,116.42019444931418,,79.71695898462463,,90.4336479920846,83.34484145926598,149.99999999999997,102.53183747725893,132.0584100460866,97.12543007844188,118.48739495798316,5.561308,6.764858848182817,,
1736,146.1970112444972,115.64930613436435,119.61778978472721,125.07375084640874,,85.2764645005231,,89.46007296785142,83.32398544485422,149.99999999999997,96.86931473620376,122.92650994966401,98.10337062965904,124.36974789915969,5.598932,6.818846741600026,,
1737,142.60202270547452,104.37824545797507,116.23341502816658,118.3750175616199,,79.00647884565903,,85.57555308740122,82.23186573838326,137.5,98.5748938750758,65.18209240205633,96.36843878677875,121.00840336134455,5.6291009999999995,6.860364350168041,,
1738,130.79084779033542,115.45014151750198,118.70421416936435,120.58646545239469,,79.57416862805282,,83.4618558634187,81.66982809550953,143.75,103.57792601576712,137.95457892219557,93.34638965873383,113.4453781512605,5.652216,6.891901153865994,,
1739,130.63259203647362,113.21509527285825,119.20389248987841,119.78074118966715,,79.48926909713514,,85.36454706372241,81.17433404391817,131.25,112.40145542753181,134.5863607783019,86.91016076428915,84.87394957983193,5.684087000000001,6.935993177801534,,
1740,128.323387374773,109.91390075192584,119.10377764980234,117.76847757412622,,84.71875076840251,,106.47865629675348,84.26958997596356,168.75,114.19799878714375,127.50724314808014,88.7687281809711,99.1596638655462,5.711805999999999,6.973858085527374,,
1741,131.59802055597078,113.82387137255137,122.17645244418243,121.20722328797082,,88.11642203767799,,109.21519140318327,83.69484654798,131.25,115.87325651910247,138.90637835272085,92.01346593451808,121.84873949579833,5.723207,6.990444455683417,,
1742,141.8418587780788,112.44224857834118,123.68539629844983,123.99775075550056,,87.86878240204194,,100.35909964626222,85.3141802193583,137.5,122.27865372953303,131.22183272714383,95.78025215532486,131.9327731092437,5.664217,6.918001532023721,,
1743,128.12425578613608,113.08902699916112,125.41294191540209,121.08145360692153,,84.43385712886351,,88.96589424684971,89.86038628205205,143.75,121.98302001212858,137.49463872336102,94.31279817039425,125.2100840336134,5.660026,6.915765560855875,,
1744,117.838959856368,114.65904154654018,126.94165810966804,119.38899221791748,,82.52242728158728,,84.65875715354674,90.16408190341528,137.5,124.67404487568223,148.837111497491,88.81415420672664,100.84033613445378,5.695178,6.963738415922356,,
1745,121.7355459833823,116.0929671045972,127.3664079781877,121.14788212848265,,81.68296836233375,,82.69521618317923,87.16972626058961,137.5,128.456640388114,149.43553618083922,94.51064281770182,118.48739495798321,5.750497,7.035611465545335,,
1746,128.98306717746905,119.80998995415963,128.5466809096056,124.95365943521226,,86.922355813956,,87.00907427035118,89.727550926791,143.75,131.0870224378411,154.94166992363589,96.0496118995219,130.25210084033617,5.781808,7.0786536140777425,,
1747,149.493897553005,117.5608911220789,131.3011848994476,130.64746497118477,,89.1247114073055,,87.51455367783392,86.93425778225519,137.5,136.0748938750758,149.73413507290695,90.42880468114596,105.04201680672264,5.805091,7.110423788196756,,
1748,128.0148782401477,126.81782558761495,134.06413015455632,129.24964971419382,,89.67955466093063,,91.06759029169228,87.9914918438171,131.25,139.6831412977562,170.8403620263639,99.92033756292683,131.09243697478993,5.816618,7.127136702539388,,
1749,128.96251264649453,123.52675920176279,134.74028709313512,128.48290089034958,,89.90319775102418,,95.15213613654335,88.0072649045346,149.99999999999997,142.7152819890843,161.59707652186086,92.44264800755965,113.44537815126057,5.851017,7.17279436232214,,
1750,128.04733920689242,134.33027270281326,128.84485993677558,130.34523155254988,,91.05749483669535,,92.62625084018953,87.17133681672357,137.50000000000006,147.57428744693752,168.86721451034475,116.11394186483126,143.69747899159665,5.888264,7.221009194177958,,
1751,123.97170559232546,129.51039924616146,129.242712363255,127.52509381271646,,89.71723068988645,,95.65255923170056,86.80618857285158,156.94058998869363,150.87932080048515,169.12604140732486,99.99936334310742,127.73109243697488,5.921907,7.2654906563793675,,
1752,137.62394235326045,134.42199314603812,131.20319454670604,133.8060047898904,,97.17663002459476,,100.62852046501631,89.26898288171043,151.32593277829153,152.09975742874468,177.81718427928132,101.3379332979026,141.17647058823533,5.960980999999999,7.310738010081235,,
1753,140.1555041692778,135.3299336252801,131.63668247246812,134.9934980671661,,96.14824958797874,,98.55079907848877,86.34759590839143,151.98889916743775,151.90266828380837,177.92717049923738,105.07565694314513,139.4957983193278,6.007521,7.36348791645838,,
1754,136.2973187742452,129.38985061548948,130.29602490060012,131.2112572680643,,92.79749177545065,,97.94282220104826,83.84578440611745,159.01235995477418,153.3353547604609,164.8492115452388,101.75601907056769,138.65546218487398,6.052434,7.414931318126537,,
1755,136.52957994946533,136.1607165507547,134.18257806784993,135.18819924338223,,93.8829492219253,,92.1678805183128,84.76673461528131,146.9267139479906,153.20648878107943,178.28605169781042,110.51958400896393,160.5042016806723,6.096763,7.465070379797069,,
1756,133.47703991382497,128.57548049203382,138.40460698166197,132.89789046819124,,96.63286969121236,,101.25415840977735,87.76763503222665,167.7354430054477,152.99423893268647,154.0950631900003,106.18078450302946,152.10084033613447,6.148555,7.5239509078558795,,
1757,156.44341264846048,132.04081837565903,138.54305087713524,140.5526280989102,,109.35272441756553,,121.54964509481823,88.33150511789542,156.35060129509725,155.3668890236507,174.61447520107467,98.16965539735511,131.9327731092437,6.177649000000001,7.555170073713647,,
1758,162.92425934105265,129.77978100442093,141.6040035945098,142.50773005140965,,110.00052046440457,,115.21802470684757,90.65240162389333,138.13492522355853,155.86719223771982,166.02262764155597,100.21957665773785,131.09243697478993,6.196146,7.5738209246855215,,
1759,157.39164563906087,133.40113393556084,148.5873492275925,144.76207101184605,,103.46062868583208,,97.03980494980526,87.53026519187551,172.6685681981705,156.17798665858095,164.3702729534906,106.48081527300361,149.57983193277312,6.221832999999999,7.599979095918081,,
1760,164.72658957073378,134.0319583881029,154.3231460869367,148.9689049371875,,106.45651494957416,,96.2631104378772,85.46502976483093,160.90425531914894,158.70982413583988,163.4655677142912,113.53734791924191,123.52941176470576,6.262599,7.644908652560328,93.0,40.0
1761,172.37768491919815,138.75342251621333,160.27637067624997,154.89884779753126,,108.27341847638274,,90.04227358118679,85.11232218174058,159.48328267477208,158.33838690115223,173.99594278617852,114.40143343957705,153.78151260504202,6.310339,7.697310720676118,93.7706207679431,40.1956375279404
1762,161.68074548883286,137.2359376984724,157.92714365275407,150.59009963608628,,107.29707709592766,,96.02309153905978,85.47393658666904,164.64823961499513,159.06610066707094,171.89538506803814,107.28452596512379,132.77310924369743,6.338572,7.725884826957718,94.54762708823,40.3922319069394
1763,163.44523904606723,137.7398134571203,154.50233625963804,150.0956572240435,,112.86109685126428,,109.31096591395129,87.21658299610424,182.74822695035436,160.6579745300182,167.70141333905275,113.86679287361268,179.83193277310926,6.326855999999999,7.708151342226782,95.3310718731109,40.5897878168961
1764,161.3290988218126,147.10717208548502,145.53534097014935,150.03183499014895,,113.5226709819194,,109.52275372418177,88.62538713960645,181.0904255319152,164.10703456640388,188.50150052348337,110.77425809499314,163.8655462184873,6.361342,7.7454539145692385,96.1210084732797,40.7883099605993
1765,153.50344442544625,147.98896962637136,147.25681158715773,148.81534646685225,,113.45075709752345,,112.9444166413063,87.22958906052769,179.4326241134752,166.69951485748936,184.79970726876365,123.99644362039245,205.88235294117626,6.415198,7.805217422149737,96.917490681507,40.9878030638384
1766,132.91214342652512,165.98818718117602,149.44578423059554,150.80335324008485,,117.017292179217,,116.97718732585898,87.87303962045382,194.95859972749196,165.67616737416614,241.5819259068582,121.25181335306463,214.52248296478328,6.448732,7.839945660361114,97.7205727363037,41.1882718755163
1767,159.1544310950005,153.2990079967031,145.65347612899504,151.84202282068833,,122.13717961963326,,127.87356539681139,88.92407004246041,184.49009537784343,166.60855063674956,216.3526646556982,110.69372395311332,171.29227348989403,6.467029999999999,7.858415592980735,98.5303093256143,41.389721167763
1768,165.8126171925179,151.93675480993767,145.93761616694132,153.24055295813486,,118.48313290528668,,119.72541159134715,85.46767621737618,193.69807497467053,166.63129169193448,207.99282840956238,117.38373272857787,185.82071255672935,6.486827,7.87812025076021,99.346755590541,41.5921557360482
1769,181.85981139209403,158.13618552259663,151.5036768604195,161.90004381689516,,119.78880238064245,,105.98577916747001,84.70590623076598,203.08667854522594,167.31352334748334,222.7910994590546,117.41808994987207,201.77233099951252,6.5309989999999996,7.928987911004733,100.169967129098,41.7955803992961
1770,164.74967582216803,157.19195546163294,153.31519444971727,157.47652259081624,,117.04339490780272,,106.1642286687709,84.22320772817794,198.93617021276603,167.5333535476046,210.0559661730304,128.39805650308986,201.79734329622607,6.579743000000001,7.9835491640198075,101.0,42.0
1771,175.41581185622482,157.35298556702637,153.20381821556882,160.41839524057352,,125.6365689408767,,122.39388624503975,84.47462260052806,220.9111779045276,166.38872043662823,206.04089300622528,129.15701805533016,253.21347773288346,6.623359000000001,8.033077737594171,102.408271352266,42.7387053013567
1772,150.7356751268932,163.36352283389658,154.25596548415902,156.3205131327854,,126.5180488164972,,131.56222033088366,84.6689171341753,236.20074314249902,160.68071558520313,215.9338310759223,134.64766560788453,263.7382589864977,6.673919,8.09252372187677,103.836178627322,43.490403115148
1773,175.79641668108235,154.97072932929126,151.7253755821881,159.1077391394708,,129.43357295149482,,135.44033615092707,83.34527690281618,216.71129860601636,158.89933292904792,197.76183943648113,127.60212054254762,242.64206088074718,6.726828,8.15440481692786,105.283995614349,44.2553219565599
1774,169.2468240386442,148.64695792617732,153.68136766720352,155.5684573228248,,128.54654791869257,,137.49640029086856,85.52613437461687,203.99450926561445,158.12613705275925,187.06459326330122,121.96974894107653,214.77391475333064,6.775929,8.21249777080606,106.75199992005,45.0336943599542
1775,173.607453388913,157.1723794963121,155.20715238777242,160.5388247779211,,133.69510557625043,,132.15256536151142,89.74754012088343,219.41489361702136,158.9827167980594,197.54675909274874,138.69434162292384,258.480034349506,6.8479470000000005,8.297891327731257,108.240473021878,45.8257569495584
1776,179.92334148078498,159.09505805207647,163.222485118943,165.73876432523554,,135.8174872843415,,119.24827356504788,93.59594271014056,239.1071837108214,159.80897513644635,209.74543219502942,129.73553331005775,252.7898407931803,6.913474,8.375749157623915,109.749700322002,46.6317505113994
1777,186.98367891490759,162.69093171528323,167.5829981567484,170.5332068990806,,143.64159325109074,,121.46456828812396,98.50732663206863,237.23022954320126,164.20557913887203,212.37427878579902,134.93560742937126,264.8789613248687,6.979029000000001,8.456019325605928,111.279971202035,47.4519200665021
1778,179.9533692381797,164.95883061163343,167.19647672920834,169.34378715569355,,142.45519318796815,,122.1402191770673,98.02817117117478,227.4365133836652,164.28896300788355,218.32531720625025,136.12915932253512,278.7264931724872,7.050435,8.543664190187622,112.831579078519,48.2865149453755
1779,184.17119450445324,157.6107311878183,170.67754472431182,168.88026373305425,,136.92189113975516,,110.53721178874403,97.50886976473274,216.97170746587315,162.47725894481505,201.5473184090931,134.3090555478498,267.5062904185396,7.116142,8.622542082880464,114.404821459186,49.1357888638085
1780,197.18512269368807,163.5060445167827,176.249716984785,176.59574436623936,,142.3890427414314,,109.37497807720926,98.19458683842745,245.41962174940903,158.1791995148575,205.4889870901672,150.00364105283512,260.25941106958857,7.1547600000000005,8.667861977530935,116.0,49.9999999999999
1781,216.93105166717746,157.48375373166448,176.83237809379688,181.62651597566693,,165.6088132132094,,120.45017005471715,118.54396534115,245.6833839918947,157.29987871437234,206.48153862229768,127.21822422269184,263.3004247406637,7.206139,8.762727170226604,117.685422313015,50.3862897621337
1782,193.06491712822995,170.2626156095337,183.76831776596714,179.81693315793586,,164.51380123273586,,124.13707097892508,116.39081771155159,245.9471462343807,166.0021224984839,235.32775739094694,135.11277054110778,284.9532128945167,7.230818,8.829017771336586,119.395332974075,50.775563919874
1783,188.08115456285415,181.25307105346968,175.9974867271527,178.89136669658905,,160.81431288302136,,138.45205513968156,106.32583850044428,262.0954832173085,170.4214675560946,247.43268341607723,152.88118929514098,456.2783367840739,7.284,8.845714094320543,121.130087786699,51.1678455300503
1784,192.24850221966227,177.4820537340429,177.3470594688956,179.59711506419205,,153.7792573304493,,134.42065480742943,97.67090127593109,270.32705820832103,166.57822922983627,254.2761487127276,136.96705891828677,316.8304635087177,7.300587,8.929211515467232,122.890047724055,51.5631578276243
1785,176.82778855773918,182.89565094719174,184.17938031678773,178.34544984693255,,151.46622028486152,,129.37297182405575,98.5930840980692,278.5756501182034,192.3817465130382,264.50403579170904,135.23147775603604,305.96822670674067,7.367578000000001,9.012614625508798,124.675579004069,51.9615242270663
1786,188.47658468560957,188.85414120219278,176.29174325642776,181.4650292296758,,163.9960152339086,,128.61212731281313,113.14072563058008,283.3486012608354,213.61431170406306,271.2606220867176,143.8594626166982,389.4637039702255,7.433688,9.108280809323965,126.487053165634,52.3629683237419
1787,168.89441195442708,196.09661218173412,180.3886534018064,178.44409006244794,,159.00671653335996,,126.09603980384296,110.66599545021603,255.1933749859282,225.69739235900545,290.25955356208425,147.9898287765681,403.310293030727,7.508406,9.2149523959016,128.324847145918,52.7675138953098
1788,166.82497379796752,195.28395594800332,181.99676519085688,178.03538143144462,,152.66237137471367,,127.70030994554713,100.83954743972414,301.26291793313067,250.06822316555483,282.3787587769863,145.27708472072885,369.7433117140725,7.59159,9.309160325849406,130.189343358798,53.1751849031299
1789,171.08177528503262,199.22423078377133,185.93723921447489,182.01986229353895,,153.86232584978043,,132.78170436744915,95.25915871497351,323.1818079477652,261.3553668890236,306.7398728338719,137.74282980046962,331.4306187809257,7.665834,9.432863078093044,132.080929774434,53.5860054936829
1790,195.53295236145053,211.500444618349,191.13036255220422,195.83409068902026,,170.82167277059247,,135.93508173773589,96.840054345038,311.0815602836881,292.59399636143115,309.2777626553482,161.09055169372,376.1503740490936,7.7621009999999995,9.54039941755421,134.0,54.0
1791,194.32888177075836,209.80096385113413,196.3772700436286,196.67299560395472,,171.38336171564495,,133.16163093119,98.00646370084591,334.2287921271099,302.4029714978775,312.13829959200376,147.49179416072113,347.9773757891988,7.8456779999999995,9.660132298143195,142.27654198423,56.8301280740419
1792,197.48032075281057,227.4049475639091,200.5739919843419,204.57670464311585,,190.6381931650823,,135.58469338606923,111.09603128324439,339.9513442190335,318.76895087932076,339.08057833349795,172.952737699202,491.85459557287714,7.937411,9.771111046042206,151.06428655963,59.8085825354076
1793,198.72494398568884,213.72681418182023,201.97538742167387,201.25941397760187,,185.32956271380252,,143.3839932602468,101.56916925531243,320.24873091795433,333.83110976349303,301.0274434439795,163.60621391856697,389.2137307043849,8.022417,9.873352281442246,160.39480827626,62.9431371372986
1794,170.1431668463717,212.1296811755989,212.82373342938175,194.74583205461633,,180.15652793296977,,148.6966484048916,98.56779768330395,309.18727206919976,336.3250454821104,301.6152414126913,154.88803238520472,341.782906912645,8.100997999999999,9.960724683079192,170.301631893806,66.241973053605
1795,213.30571552562506,220.43481074110528,224.60762201415872,215.89882317695168,,223.461382290413,,167.38423567226093,115.09763931538713,356.2647754137117,354.75288053365676,316.66276497953334,161.80265689891408,378.40274796049755,8.169106,10.073806800565047,180.820352836731,69.7137002317335
1796,212.44285267811577,231.70769612012631,226.66988092049127,219.77329223545277,,234.2121634961496,,185.0462933185727,112.45875961889062,326.95653966683165,357.3453608247422,321.0559897753247,186.15900779651702,536.8769225473493,8.256325,10.174481845746017,191.988765089391,73.367379864533
1797,206.52036137533787,218.94599522475633,239.53618717773196,218.1781603065668,,231.91616965110262,,164.95252033328828,120.23702496902872,347.7527626587505,415.6306852637963,294.59266862493484,172.58090709190063,421.4191284860112,8.33374,10.308183435586795,203.846996990607,77.2125480399685
1798,211.4825881168483,224.19904141079923,235.975061793111,220.27513620653468,,240.3108108230504,,155.8398338472938,132.2254362604875,308.88174171202377,455.9960582171012,320.921630985975,160.88607692981952,322.9652368857202,8.435048,10.427015608092965,216.437655415622,81.259240630269
1799,204.05109166522143,245.94269723251986,240.75131542547737,226.0642424545617,,263.6066053491039,,176.51381280177972,138.89364758933513,355.81120457419263,477.1300788356579,385.54576871191307,163.4321818569447,318.57958024118943,8.525739999999999,10.549393198921283,229.805978863501,85.5180194855108
1800,201.87830987639148,280.42425219330835,244.1219637546146,237.0825865347939,,307.6557556725349,,246.98297734240816,130.47018450029086,421.276595744681,534.733171619163,385.48820176450806,253.14410377957714,420.5788385062566,8.619513000000001,10.614056386571129,244.0,90.0
1801,236.64638180984713,257.2248256876862,236.70468988783085,239.2140006500584,,329.4006452352604,,276.5468727715747,134.3579531829697,359.3428860906066,590.888417222559,358.0624293416343,201.81319056481732,484.21809857421437,8.671439,10.686,259.630929999234,97.234798742891
1802,223.83796375107653,256.6924399549345,258.1076177665558,241.93177134572196,,275.84719450529286,,195.99637417646122,115.12780553213742,431.95578231292524,610.8171619163129,371.23491223413066,181.83698148053037,367.73291489668975,8.730844999999999,10.774,276.263195951915,105.051178739672
1803,211.05426786376435,265.4065522149958,247.8089400968916,236.81045226238538,,267.4719181152792,,181.66314280497593,117.69341537536779,432.28614850195476,659.9530018192844,380.57413850344636,199.23625089881537,429.42761144168674,8.831874,10.898,293.96094462933,113.495891360616
1804,202.69225542474237,269.1611548143132,252.05259452489267,236.56567012290344,,282.83331036083297,,185.15096013488858,131.12764243360004,480.22506875090477,641.4190418435414,417.66028236478996,182.9708327205895,422.96175953524335,8.945472,11.049,312.792432121174,122.619446162162
1805,228.33313645747975,277.94326392046224,260.87712379121626,250.9320721065318,,309.49951326107606,,216.75997085544876,118.88489131992289,480.76241134751785,653.2519708914493,410.59633817278626,194.800732567772,447.23057106054034,9.092471,11.215,332.830287083372,132.476412994917
1806,222.9106229906856,270.2948768147302,270.3443467113007,249.93405847111313,,310.85552413128966,,208.03305826299328,125.12773481161581,502.1709806854184,711.127956337174,403.46630735714206,174.41985458368094,350.0777638753251,9.232495,11.378,354.151790849869,143.125748397121
1807,239.870001498122,293.8277274188059,280.258111307777,266.2691407141742,,335.55838717498676,,215.46177613557757,123.0167490175653,454.5490851975143,769.5042449969678,450.6123072871443,203.11104375057346,505.5587530777161,9.367758,11.536,376.839175488713,154.631148225775
1808,234.740360239607,267.6767918747429,272.3178038259716,253.800756019234,,324.0967303221548,,224.79880754120393,121.92757543555753,525.5752360045669,803.7295330503335,388.1972382671936,166.2526540952348,300.38350164979636,9.49847,11.686,400.979940951964,167.061428634615
1809,238.802387985138,274.4265212273765,285.6675632281473,261.75855152499685,,359.77619155030186,,241.01771031093722,138.56530785388514,467.721718316956,801.917828987265,410.49081549854935,171.08579337231583,367.34990734906876,9.623669,11.839,426.667192542609,180.490937677629
1810,231.4556900396933,319.6240506662708,301.78770318083144,278.62494851200364,,399.73788952878186,,255.27562946537503,142.27511829014165,539.2730496453902,819.0191024863553,458.5071126479506,237.39314813543103,636.1363308589575,9.737937,11.989,454.0,195.0
1811,210.47306467333632,334.5412090659232,300.5638081594438,275.6977749508818,,381.30669899765365,,249.07126367687357,129.46889500351855,539.7191029682166,903.6309884778653,500.28212154508964,244.76983655580585,653.4231629827141,9.863959000000001,12.146,449.285702497475,193.871036648374
1812,209.71637981589276,306.52023918455484,293.11482317973844,264.30058613350565,,389.4070607784192,,291.02124775318316,129.8400131621038,550.1516942474384,898.5142510612491,455.2953774173661,209.37562395538433,464.9066374958186,9.988059,12.331,444.620357860462,192.748609492898
1813,253.45797315502233,297.71809201629026,299.8251863751693,278.6706460033259,,420.24182492014336,,281.98808507804824,140.28335904418654,539.4301615445236,884.7710733778048,451.26489519321734,184.4037387016367,347.64055158620897,10.14077,12.528,440.003457766556,191.632680691902
