Year,fire engine,steam engine,coal barge,coal wharf,coal boat,coal trade,canal boat,coal waggon,coal cart,coal owner,sea coal,coal field,steam boat,steam power,water carriage,land carriage
1798,1.662876637656804e-07,1.3439507335582285e-07,1.8179974034130249e-09,2.7131605216469877e-09,1.6160260114211106e-09,3.2494803698617556e-07,1.1003675558031643e-08,1.971258521495299e-09,1.7737969823120432e-09,8.762389290341486e-09,5.88948635891841e-09,1.1944570665889387e-08,5.1648067410172055e-09,2.593638513483297e-08,2.71313406788717e-07,4.3204715487783165e-07
1799,1.8111472042749354e-07,1.6333775068996408e-07,2.5746444658787074e-09,2.326993803996353e-09,1.6081828250033174e-09,3.33408191214143e-07,1.1003675558031643e-08,4.619523367007819e-09,1.001463547010774e-09,8.368379386273058e-09,9.270868644201918e-09,2.252194342133862e-08,7.056424397181413e-09,2.669303219729865e-08,2.641289630186553e-07,3.923638059534694e-07
1800,1.8692785935010242e-07,1.991498135924173e-07,2.396771543138649e-09,2.6999847437179726e-09,7.015731170615222e-10,3.520464032037905e-07,1.1198793575013205e-08,5.99668308660333e-09,1.276895478241613e-09,9.470107111196415e-09,1.0923460231586951e-08,2.252194342133862e-08,8.35327013908633e-09,2.6515159274558594e-08,2.4822387193320796e-07,3.8871568059611103e-07
1801,1.6212946718496823e-07,2.0837351704423262e-07,2.950023463605638e-09,2.976610703951467e-09,7.015731170615222e-10,5.107421584073433e-07,1.1752045495480194e-08,5.99668308660333e-09,1.276895478241613e-09,2.7266490271975792e-08,1.3597567960488277e-08,2.897666272007525e-08,8.629896099319824e-09,3.785682415166239e-08,2.4592229002402224e-07,3.7913324847847563e-07
1802,1.580609268866543e-07,2.5856393343864123e-07,3.2918702367165255e-09,5.711384888838568e-09,1.0434198901724097e-09,5.456052178942628e-07,1.0837995834123149e-08,5.026888112118806e-09,1.276895478241613e-09,2.760833704508668e-08,1.7071780814400687e-08,6.145210575324103e-08,6.547255341057426e-09,4.024975165860058e-08,2.5559280507942664e-07,4.239582348678336e-07
1803,1.500294877538571e-07,2.873420714065235e-07,2.2904066897057517e-09,6.1106549661563545e-09,1.0434198901724097e-09,5.305503805175249e-07,9.627032060421925e-09,5.5254277344017416e-09,5.754325587454495e-10,2.310175121042083e-08,2.0071787152988107e-08,6.18513758305588e-08,6.3465241950666496e-09,4.024975165860058e-08,2.365343090916992e-07,3.832470838460722e-07
1804,1.6514201714049444e-07,3.549804615334194e-07,2.5549457946131125e-09,5.464155794498993e-09,7.201703043437289e-10,5.23710949908361e-07,1.1096845728023449e-08,5.789966839309102e-09,8.399716636528101e-10,2.2073291972013465e-08,2.7126618792497733e-08,6.36161097133936e-08,1.0667557377124531e-08,2.7614004606744758e-08,2.1717655280489063e-07,3.549571252798549e-07
1805,1.5314419852886984e-07,3.7388871427473145e-07,3.0851253773889198e-09,5.0355006513720065e-09,1.3157760278151694e-09,4.3265781357604283e-07,1.3479268621909211e-08,7.278981211429019e-09,8.399716636528101e-10,2.151378454749521e-08,3.133195709230969e-08,6.56781722341293e-08,1.3580159790344787e-08,1.7545117422404895e-08,2.2287318098993376e-07,3.583187273242012e-07
1806,1.387312248571756e-07,4.293400012654404e-07,3.4144141006616937e-09,6.935888308134963e-09,9.374524965823282e-10,4.240966912253238e-07,1.402223651477844e-08,6.2596201079654995e-09,1.1114556100874244e-09,2.194991288728687e-08,3.2221753519325243e-08,5.7586273527476806e-08,1.7661188765418145e-08,1.7602922230963713e-08,2.2149143725463156e-07,3.4297409407762256e-07
1807,1.2573683656163276e-07,4.372813232781222e-07,3.138982169430855e-09,6.294035403975329e-09,9.374524965823282e-10,4.13519990567173e-07,1.4211608969004276e-08,5.435789072828965e-09,1.2049094579223508e-09,2.1032628051896396e-08,3.610244852276472e-08,6.920617577423269e-08,1.748660511629347e-08,1.8065261857864405e-08,2.2163932555940846e-07,3.3418780276406324e-07
1808,1.236051890681925e-07,4.501299437314239e-07,3.843842593426976e-09,6.0174094437418344e-09,1.4406974343675723e-09,2.462239844395039e-07,1.5419714330785642e-08,5.6874115417215876e-09,1.456531926814973e-09,2.498689223782792e-09,3.5575787649122503e-08,6.729797265490691e-08,2.4003785816160772e-08,7.730086856331094e-09,2.2474650458142215e-07,3.317938178172751e-07
1809,1.2674217535797133e-07,4.208920967942374e-07,3.9041694163291905e-09,3.483722056861284e-09,1.0988506612566847e-09,2.2229479717290295e-07,1.519852123519984e-08,6.290671967461898e-09,1.657618724821524e-09,3.162276408984001e-09,3.676221029179162e-08,3.683339753836533e-08,4.09554042425851e-08,6.141506541419111e-09,2.1624063403383582e-07,3.0901086185102553e-07
1810,1.2808325473250598e-07,5.071283745954653e-07,4.139742548758818e-09,3.5260127357566215e-09,1.0988506612566847e-09,2.426690619878562e-07,1.0076373957446094e-08,5.261815063027444e-09,1.3576180973069135e-09,5.518007765000935e-09,4.05938246826411e-08,5.1245649501652224e-08,7.905382329706104e-08,7.0837990711376216e-09,2.409417772599097e-07,3.400424109908532e-07
1811,1.1687716749975152e-07,4.976547854442157e-07,5.2078456309294955e-09,3.792541185860492e-09,1.0988506612566847e-09,3.1620708235940196e-07,1.6488971521511075e-08,4.9972759581200825e-09,1.3596074425034237e-09,7.918753034249652e-09,3.533089401993753e-08,6.142346415621042e-08,1.3719681314837218e-07,1.2692832689659944e-08,2.5318621307438403e-07,3.787129563599072e-07
1812,1.1074011244513063e-07,5.200615476042003e-07,4.572252211763685e-09,3.494738324124772e-09,5.032449377852442e-10,3.130491056221477e-07,2.003629725625241e-08,6.34422847589633e-09,2.1330529406274732e-09,8.314420215807924e-09,3.508675813382719e-08,7.232325620926921e-08,1.893512407186953e-07,1.614229410457873e-08,2.444362792175525e-07,3.790633635552305e-07
1813,1.0921094428795186e-07,5.153016177570992e-07,4.067375499897505e-09,1.594350667361815e-09,5.032449377852442e-10,3.136327190337137e-07,2.259231100611357e-08,6.652188228833162e-09,1.8615689941928589e-09,9.824204640272529e-09,3.120657015338273e-08,7.255180304152223e-08,2.680195329166476e-07,2.3850042068269365e-08,2.4324023887142434e-07,3.712342057886937e-07
1814,1.1420162187343002e-07,5.814364669731731e-07,4.067375499897505e-09,3.761796112706455e-09,5.032449377852442e-10,3.200696312433138e-07,2.624017663472549e-08,7.2748037118129466e-09,1.4926832151270934e-09,1.1991650085617169e-08,2.9201116064874507e-08,6.798756579939891e-08,4.115725522930396e-07,4.333851100213337e-08,2.3567610339471556e-07,3.5769957459511457e-07
1815,1.3309915049473731e-07,6.831002882076323e-07,6.055268778456682e-09,8.955405211048223e-09,0.0,3.1855533271547234e-07,2.5777221627062578e-08,7.239581616731121e-09,1.4574611200452686e-09,1.3506452718153078e-08,2.993089699897057e-08,7.785152002424769e-08,6.004046895213833e-07,4.7958430940805586e-08,2.3702036904588957e-07,3.904221464218998e-07
1816,1.3471384262077534e-07,7.314732053081181e-07,5.653095182443581e-09,1.0317801850996083e-08,0.0,3.2976752655551014e-07,2.862100258381263e-08,7.852363949543774e-09,1.4300947093204286e-09,1.354334105181059e-08,2.8817196375184395e-08,8.3310628998642e-08,7.080161838400402e-07,5.705614539560802e-08,2.3026558843801987e-07,4.011096552046313e-07
1817,1.387106911871732e-07,7.061159245885002e-07,6.273792723427667e-09,1.1302118288877442e-08,0.0,3.0401862919201707e-07,3.108228734711409e-08,8.879691410739504e-09,2.0722976985203853e-09,1.1187609695793656e-08,2.819353779009199e-08,7.827362301173122e-08,7.999849702043451e-07,6.553283071752958e-08,2.1068065742773407e-07,3.6657411328633316e-07
1818,1.2893156662942472e-07,7.254757617504635e-07,6.5798879360962866e-09,1.1972011191931285e-08,0.0,2.2419253095254783e-07,2.5128535569811968e-08,1.0986639423623704e-08,2.7421906015742283e-09,9.692851981364064e-09,2.7739614161248483e-08,7.552865126975966e-08,9.762750648535854e-07,7.28510930311391e-08,1.950697777276998e-07,3.370383499908972e-07
1819,1.4122600638139765e-07,8.150165870444783e-07,6.522452149810525e-09,1.2172390571686873e-08,0.0,2.2001487463642532e-07,2.120258077046141e-08,9.753707571772248e-09,2.369503862961356e-09,1.2812122410618291e-08,2.653346279199046e-08,7.01054916975506e-08,1.0502898817321693e-06,7.422180153022445e-08,1.9507588839522733e-07,3.1921810464804625e-07
1820,1.5134377256182624e-07,8.876321706858497e-07,6.633858779763508e-09,1.2345506997643189e-08,1.7311642595631482e-10,2.1135707787120088e-07,2.4682023536115594e-08,8.336193338795032e-09,2.542620288917671e-09,1.5162029600089355e-08,3.190862913576049e-08,8.375766366189705e-08,1.1020646866199968e-06,1.0603572826133651e-07,1.9130994693179154e-07,3.3906626332022173e-07
1821,1.5344015175904652e-07,9.152165278335036e-07,6.951536632041463e-09,1.1423168982156134e-08,1.7311642595631482e-10,1.8976691608583807e-07,3.0385265351437086e-08,7.79560487591218e-09,3.336814903752229e-09,1.3286658059489095e-08,3.425783669440209e-08,9.750989755324164e-08,1.102932279601581e-06,1.0566435396494203e-07,1.8775297405682068e-07,3.4903861489965493e-07
1822,1.4870613439045754e-07,1.0850844448993615e-06,4.7900894837939384e-09,6.384496804250668e-09,1.7311642595631482e-10,2.1658756972036436e-07,4.1636754108001894e-08,9.28351065862135e-09,4.050036052559238e-09,1.3011350790443593e-08,4.789995498656806e-08,8.902415921901203e-08,1.1000478658778384e-06,1.4853320046930613e-07,1.8818567022143335e-07,3.267952897496278e-07
1823,1.405060327134119e-07,1.1581283437018492e-06,5.471910813348302e-09,4.821013366296256e-09,1.7311642595631482e-10,2.0527231470168772e-07,5.4352337868530346e-08,8.57883389723416e-09,4.72859232722048e-09,1.4014492487137074e-08,4.798551905033881e-08,8.683829782236379e-08,1.1537800901351147e-06,1.6743809031335592e-07,1.8389365509717338e-07,3.015171025871106e-07
1824,1.4879286323678441e-07,1.340614638983035e-06,5.427759464105009e-09,3.2192521347086866e-09,3.3554029396246475e-10,2.289152933242024e-07,7.05288986578369e-08,7.730055643203774e-09,4.248813206026674e-09,1.856236085475059e-08,4.7949664048831305e-08,8.013637499613782e-08,1.209388212178705e-06,1.9521417726764412e-07,1.779179582074773e-07,3.157493974218336e-07
1825,1.641060295907794e-07,1.529676572837551e-06,3.789022064358351e-09,3.949919851515509e-09,1.2448615471782887e-09,2.952257074996721e-07,9.720357484001494e-08,7.593303700100965e-09,3.7670524794768716e-09,2.2089994024452964e-08,4.7551706572335206e-08,8.851998042505979e-08,1.177292712587327e-06,2.622354569682882e-07,1.6704822160461064e-07,3.102753477638284e-07
1826,1.593296395136739e-07,1.5921250938585478e-06,4.841921308340602e-09,5.31613875143222e-09,1.2448615471782887e-09,3.3711572403457725e-07,1.1854209448967725e-07,7.713526769695785e-09,5.559531311506914e-09,2.1128164043712364e-08,5.5406546398525536e-08,1.0613142669464131e-07,1.1926013192870805e-06,3.2687765992380135e-07,1.6143753051827453e-07,3.033384814443707e-07
1827,1.562278930984056e-07,1.6848619484984998e-06,5.18458834594274e-09,6.0487634583645496e-09,1.3305283065788232e-09,3.6654034017504144e-07,1.2826701123458406e-07,7.71174387840087e-09,6.421547626977997e-09,1.930063569283951e-08,5.482207729049346e-08,1.0827224729480025e-07,1.2044683411919062e-06,3.481319298868714e-07,1.633838410595802e-07,3.0036978111119037e-07
1828,1.7081313785638486e-07,1.7738076881609492e-06,5.427687759557947e-09,5.740767670760403e-09,2.0314999048056036e-09,4.2551269124097804e-07,1.3991570061274876e-07,7.4969711074045e-09,6.8891018128220645e-09,2.4151502892826622e-08,5.3571449498690527e-08,1.0891407851789023e-07,1.2350842715542448e-06,4.1225346235153536e-07,1.6387651515157942e-07,2.953640603209351e-07
1829,1.6717079631689558e-07,1.660073004521629e-06,6.269302410544242e-09,5.848490707600311e-09,3.607459711904174e-09,4.412549807446859e-07,1.4470136733280015e-07,5.792664950884532e-09,6.222140247480468e-09,2.667680045119271e-08,4.211163151524033e-08,1.299186399096795e-07,1.1546736524386297e-06,4.840564693202915e-07,1.6562168525524612e-07,2.9115794372306223e-07
1830,1.8297431633332702e-07,1.7362506891264014e-06,7.794179143364285e-09,7.93904688021842e-09,4.652737798213227e-09,4.597352553251507e-07,1.5772158385678787e-07,6.326577040027814e-09,5.834431620372576e-09,2.625732456859201e-08,4.7729834053354484e-08,1.467015070691754e-07,1.0878812223121973e-06,5.892773994479025e-07,1.6151710927455758e-07,2.798648779389623e-07
1831,2.033283814333637e-07,1.6931651316554053e-06,7.095374502227461e-09,1.0220436909490007e-08,6.1900341677808714e-09,5.198169300716213e-07,1.6056880980386268e-07,6.130140300137603e-09,7.37172798994022e-09,2.556215543998113e-08,4.6656887623238874e-08,2.0420479529548174e-07,1.0083083777447297e-06,6.754820235853134e-07,1.6709898277765335e-07,2.8110203840826996e-07
1832,2.0781873948700585e-07,1.648989658471172e-06,7.513001578006242e-09,9.493008760027725e-09,6.638000910846082e-09,4.982042095694592e-07,1.6807015766419552e-07,4.264350999300908e-09,7.856728283834563e-09,2.22212836068333e-08,4.6387539396976404e-08,2.284446968100643e-07,8.738691527858984e-07,7.548370441717063e-07,1.7650628438202277e-07,2.6711283242418305e-07
1833,2.03592833258881e-07,1.6599815190992168e-06,7.614674660657731e-09,8.760226924816753e-09,6.950682093379409e-09,4.892434698636602e-07,1.6567748214616325e-07,2.7495470027767102e-09,6.288853057359997e-09,2.0650854359871573e-08,3.765999829446238e-08,2.4886369739566104e-07,8.270889030167641e-07,8.29788656834093e-07,1.7348313820418427e-07,2.699571228146981e-07
1834,2.1681490482348765e-07,1.6081901321740588e-06,7.019201180608852e-09,9.173463607784323e-09,6.69189890802256e-09,5.338821316464808e-07,1.6377298196955182e-07,3.3311288330902957e-09,5.363635131277229e-09,2.0991768958010326e-08,3.5936232275649415e-08,2.705825770427899e-07,7.636603770931418e-07,8.771238445401e-07,1.7184450890843956e-07,2.674464058470351e-07
1835,2.1552564939091618e-07,1.5990335019263772e-06,6.999472263696e-09,8.592957424978311e-09,5.990927309795779e-09,5.498376570553123e-07,1.5782174399094272e-07,4.6419005147616386e-09,4.967563638214045e-09,2.0966658377728564e-08,3.628746471560719e-08,3.078906952883439e-07,6.727298520153064e-07,9.354431540486985e-07,1.6907559289133394e-07,2.64105352698607e-07
1836,2.2671230226478656e-07,1.613676918818133e-06,6.195171003182358e-09,9.554157718940002e-09,4.414967502697209e-09,5.263130081597669e-07,1.5986397374133177e-07,4.845877223301289e-09,4.8068920352076614e-09,2.117941136755722e-08,3.524465798575095e-08,3.2662854770088803e-07,6.395419031183078e-07,9.29677810290741e-07,1.631755667728742e-07,2.579950343520717e-07
1837,2.453509974234943e-07,1.6081918374766246e-06,4.2962875717351375e-09,1.0131328411132147e-08,3.67750404731534e-09,5.243027284710219e-07,1.4761505947750004e-07,4.416228398846605e-09,4.444928877348328e-09,2.355501343182758e-08,2.923096152431169e-08,3.4580872514717545e-07,5.882340263139798e-07,9.268815688301402e-07,1.663336957692861e-07,2.6767648770536265e-07
1838,2.203650422773405e-07,1.5486860677680982e-06,4.939036608269427e-09,9.037218084984033e-09,2.922863443341076e-09,4.87340047681885e-07,1.4782304954711174e-07,4.53001747224846e-09,3.1232404995584773e-09,2.2065013435427057e-08,2.8101135386902698e-08,3.5022613279319816e-07,5.447738463512255e-07,9.77660054754129e-07,1.5866228458045433e-07,2.51026037290103e-07
1839,2.0869391497464157e-07,1.5069185142887624e-06,7.009221647535924e-09,9.203251494227516e-09,1.8419990294964756e-09,4.928574242057948e-07,1.3751638964062556e-07,5.899869767337204e-09,2.6442855286365077e-09,2.4761937896958638e-08,2.954517874798057e-08,3.7303076234301056e-07,5.203273961537239e-07,9.692629013053583e-07,1.5568234549131636e-07,2.604175486047617e-07
1840,2.041390193393714e-07,1.4479145582819392e-06,6.389064008008713e-09,1.0114570895122403e-08,1.5293178469631486e-09,5.469710190806966e-07,1.387024235149121e-07,9.365385990532462e-09,3.212963585662111e-09,3.3172967864710956e-08,2.979203398264677e-08,3.675662501986413e-07,4.680948921174734e-07,9.374589353683405e-07,1.565537287108652e-07,2.4850740690648567e-07
1841,1.9663115681721267e-07,1.4425096748839548e-06,8.389250405471671e-09,9.52754681498342e-09,1.935958790103395e-09,5.457297049815679e-07,1.4390367653049907e-07,9.486160618925915e-09,3.6723460780255633e-09,3.486512945016784e-08,3.208850810462341e-08,3.7219313802389866e-07,4.1796779117118733e-07,9.44263368702585e-07,1.5417285632273498e-07,2.391236872004551e-07
1842,1.9527647257941032e-07,1.408433133422347e-06,8.99297775929548e-09,1.0202822650232487e-08,2.07905575295391e-09,5.149213028029667e-07,1.4530803988626368e-07,8.184096892246577e-09,3.2359596589616656e-09,3.564447708421474e-08,3.254854798383024e-08,4.023700504213983e-07,3.657468811622623e-07,9.093619317874462e-07,1.6234594316496702e-07,2.490642003749599e-07
1843,1.8522261565781912e-07,1.4438560031391847e-06,8.879587319400782e-09,1.1212028448527787e-08,2.223124525738537e-09,5.539871170055579e-07,1.3954475162693468e-07,9.564876636756838e-09,4.07041835158241e-09,4.203988268614012e-08,3.118849305800657e-08,4.062453505022339e-07,3.201719433068969e-07,9.352240389099669e-07,1.70642936479583e-07,2.702932724624978e-07
1844,1.649248702051409e-07,1.4713970456016665e-06,8.715758955827165e-09,1.0200143650353409e-08,2.4912549642256263e-09,5.666105989478507e-07,1.4789530768309434e-07,9.525192444316742e-09,5.911628107670351e-09,4.386973654188101e-08,3.1373274010450455e-08,3.9717912159176194e-07,2.957036246341106e-07,9.489865777011021e-07,1.6511409179591802e-07,2.782230999238371e-07
1845,1.6563009808123752e-07,1.4979336810938548e-06,8.192452335567931e-09,1.0239730143167338e-08,1.7789324299347494e-09,5.52533232881355e-07,1.5955001738835302e-07,1.0199515835093313e-08,6.54221032903024e-09,4.4144951059722966e-08,2.9110824861788842e-08,3.66831423142295e-07,2.6930418479358717e-07,8.87618008554065e-07,1.7212325076343404e-07,2.908784202710584e-07
1846,1.7030761918184518e-07,1.5534043313891743e-06,6.303723860361694e-09,1.018243216727959e-08,1.5025088474983151e-09,5.274043490187199e-07,1.6568066740774157e-07,9.548996767908387e-09,7.0550153021185585e-09,4.4434095006603714e-08,2.895065609465064e-08,3.40490986770549e-07,2.5253758297237384e-07,8.80551884360362e-07,1.654712755388183e-07,2.9812394635493025e-07
1847,1.7982321764975495e-07,1.6328363179647049e-06,7.05394254119085e-09,9.382304393718804e-09,1.7725111537255804e-09,4.540135226501921e-07,1.6899271214145172e-07,7.967544338579761e-09,6.333478915924015e-09,3.866951660467878e-08,2.9081066824484684e-08,3.3235896726832183e-07,2.3062435770628197e-07,9.617598136303838e-07,1.6006682455684184e-07,3.1276257621876926e-07
1848,1.8138665731320153e-07,1.7230773567332238e-06,6.845175949875073e-09,1.0116488345447903e-08,3.341968860378789e-09,4.2362457617985327e-07,1.780779206634569e-07,8.277504269317757e-09,7.230319295662266e-09,3.825198342204723e-08,2.3570563278951795e-08,3.448693998312332e-07,2.2241518747380594e-07,1.0648667755828813e-06,1.6447669841974338e-07,3.287743197688542e-07
1849,1.8376441955427124e-07,1.7831668596305202e-06,6.000760269638963e-09,1.0762396434366955e-08,4.7006721055302995e-09,4.2294367322678485e-07,1.920519169727543e-07,8.448933425902233e-09,7.762180517393143e-09,4.226245969058644e-08,2.071597509407346e-08,3.014091467840834e-07,2.1667497865759548e-07,1.1636396379799407e-06,1.5380197940625555e-07,3.215468333499822e-07
1850,1.885378558037181e-07,1.7959950225433983e-06,5.55412598452725e-09,1.2462260303079477e-08,4.949896318226113e-09,4.1657457927612995e-07,1.943938759804301e-07,7.650762943813203e-09,8.117981810583177e-09,3.6946132248821025e-08,2.0218842853937857e-08,2.9360478898914675e-07,2.0389529709063936e-07,1.1928100726826024e-06,1.4415147526441225e-07,2.943124083490797e-07
1851,1.9791817708534965e-07,1.8044853667171473e-06,6.767141973768836e-09,1.2615754536276264e-08,4.656660057555939e-09,4.089539840736377e-07,1.8898063050950702e-07,7.97948602431526e-09,7.135377082840526e-09,3.7786615994913775e-08,2.1029103664765055e-08,3.412042782916355e-07,1.834888061174362e-07,1.2286929843087689e-06,1.4801939991165064e-07,2.8298893133588923e-07
1852,2.2364913832007005e-07,1.8678055409639325e-06,7.344086069441655e-09,1.3782323092316671e-08,5.002260954662623e-09,4.2206931181811213e-07,1.7151655384850528e-07,8.126174019399253e-09,6.358106200262828e-09,4.179981922496674e-08,2.0536769998865826e-08,3.592668917917763e-07,1.7569033567659581e-07,1.28326018966618e-06,1.4268122632594376e-07,2.7530320981635927e-07
1853,2.4658374643747395e-07,1.911164872581139e-06,7.3893681332545415e-09,1.4139815477217813e-08,6.0566775087319715e-09,4.321535941796485e-07,1.6290006803793794e-07,7.771063602137116e-09,6.14611831270143e-09,4.149839303936785e-08,2.080181385874117e-08,3.721341061334117e-07,1.6163932668535252e-07,1.3257530976521333e-06,1.4255527552060293e-07,2.540377315491631e-07
1854,2.72002606850817e-07,1.97897082086586e-06,7.107898936098422e-09,1.4578882482193682e-08,6.3282697812131315e-09,4.5899594575920286e-07,1.7343830397261888e-07,6.5812033283358625e-09,6.395740381748283e-09,4.016524484435584e-08,2.0098141056174816e-08,3.832782096781427e-07,1.5550371301742416e-07,1.308206427503527e-06,1.4345913866366443e-07,2.405836759018192e-07
1855,2.908916810286298e-07,1.989408539364896e-06,6.439743627240091e-09,1.4555443580580426e-08,9.882516582848666e-09,4.643220279376692e-07,1.6909854443676003e-07,5.712557538117835e-09,5.95151432898027e-09,3.750646028675776e-08,2.729182847969826e-08,3.79243869831823e-07,1.5230937476319794e-07,1.315813051405712e-06,1.468533850714136e-07,2.1529356989244013e-07
1856,3.0453255460218186e-07,2.0083187207222053e-06,6.76970232252724e-09,1.4240357337769183e-08,8.552621484041773e-09,4.606776177037578e-07,1.671201092433096e-07,6.0859664609478975e-09,6.136396343440051e-09,3.010754299838579e-08,2.8376041072419866e-08,3.6333704096185624e-07,1.4373278694230456e-07,1.3540376845152683e-06,1.535047593798871e-07,2.049364005480519e-07
1857,3.247747843358541e-07,2.080701376274062e-06,7.568983662054052e-09,1.44452580690719e-08,1.1317146632526333e-08,4.390702323624802e-07,1.7272392532114672e-07,6.061612418355773e-09,6.314166776734607e-09,2.842651764772037e-08,2.9713334015468718e-08,3.5341958997443204e-07,1.3579349708184703e-07,1.40590059670233e-06,1.5259237175411856e-07,1.954242715588147e-07
1858,3.3795966406354895e-07,2.155303523717781e-06,8.878634843207628e-09,1.50486082008326e-08,1.2621731548811965e-08,4.365413417417585e-07,1.7461974469564927e-07,6.934713184644384e-09,7.13072578761853e-09,2.3849817486011815e-08,3.1813043120467096e-08,3.497657762149434e-07,1.378456277377284e-07,1.473720674636882e-06,1.5078105418199682e-07,1.8142490684372854e-07
1859,3.5523626706890354e-07,2.277630983371637e-06,1.303096164306794e-08,2.2662219021997643e-08,1.3606752185297516e-08,4.3574330074339483e-07,1.9501129803042465e-07,7.245978610776709e-09,8.462761221953282e-09,2.9705729558721876e-08,3.6852005891319095e-08,3.3632103679792635e-07,1.2086056041685618e-07,1.5918303850932197e-06,1.4975161783630548e-07,1.6456873806548954e-07
1860,3.585420894783705e-07,2.2709389213559916e-06,2.094070929357729e-08,2.7337770142870406e-08,1.2819651673545707e-08,4.4208443991270284e-07,2.0192761342384203e-07,8.047100192547824e-09,8.636844319097139e-09,2.7334524612042188e-08,3.529924974543519e-08,3.1807819311779895e-07,1.130266602850887e-07,1.6369426865432096e-06,1.50520506281282e-07,1.532663113883765e-07
1861,3.7213946159551726e-07,2.2728773469030524e-06,2.877531501965791e-08,3.3675027464953796e-08,1.2936465279952562e-08,4.202606435553337e-07,1.852749197236595e-07,8.521114290362318e-09,8.932258171207813e-09,2.582108241508e-08,3.4864168441117727e-08,2.95853469976594e-07,1.0365445593915215e-07,1.661551664255967e-06,1.4802361241501266e-07,1.428189498093551e-07
1862,3.8369481103472936e-07,2.2908818664291175e-06,3.07818006639593e-08,3.725370120325319e-08,8.55559069621949e-09,4.04618142673436e-07,1.9123910785115834e-07,9.069846588058032e-09,8.999318877402272e-09,2.710313053354087e-08,2.9232513045128272e-08,2.7091252263744536e-07,9.019207476106722e-08,1.6522370417858058e-06,1.3181651833552417e-07,1.37104618959581e-07
1863,4.17200713595126e-07,2.328552552301387e-06,3.3138553615482836e-08,3.94937352662542e-08,1.0517308135504777e-08,4.103266836149747e-07,1.8587616271556078e-07,9.909296875118149e-09,8.386690389780175e-09,2.9103920162754093e-08,3.1646028781600373e-08,2.9196504109612373e-07,7.843595538149981e-08,1.6238212278299865e-06,1.1981269360766029e-07,1.2979210899694798e-07
1864,4.313270786886798e-07,2.301701085473594e-06,3.498583238987456e-08,4.039768748092294e-08,8.530813357308733e-09,4.3391811540719314e-07,1.8259871735283794e-07,1.0420242446684824e-08,7.833359421433833e-09,3.2552553034089926e-08,2.9613799412686603e-08,3.020328307457021e-07,7.322596725803773e-08,1.6332963273920801e-06,1.1379942524821932e-07,1.3120716094558054e-07
1865,4.3777868086181115e-07,2.2751050242472308e-06,3.385245176242993e-08,4.087116169314088e-08,7.394482232874517e-09,4.413753548046121e-07,1.878687133479876e-07,9.183628651194503e-09,7.1379007466581305e-09,3.2937619742767765e-08,2.411609895907369e-08,2.5851081935408207e-07,6.272717101296621e-08,1.586720600244007e-06,1.1531874629814151e-07,1.3018207718167624e-07
1866,4.3044125521061816e-07,2.244626947296118e-06,3.0800751663459125e-08,3.5315087996780544e-08,6.333821467308098e-09,4.3741250367799823e-07,1.773612763957187e-07,8.89191406220188e-09,6.378870701492392e-09,2.3094995503315985e-08,1.9722640536607676e-08,2.525795354456152e-07,6.036866955534087e-08,1.5042818241844152e-06,1.1799168423262277e-07,1.285967832537998e-07
1867,4.2356669739872033e-07,2.2290219996128665e-06,2.4116539876217757e-08,3.288647906377459e-08,6.414394095242772e-09,4.4397200278061586e-07,1.740999380217545e-07,8.709314983487308e-09,7.530596527313297e-09,2.312022751027598e-08,1.9942904470683842e-08,2.599162140118746e-07,6.001837198661114e-08,1.450411722154448e-06,1.1987276492066356e-07,1.351063778949018e-07
1868,4.065593657287536e-07,2.182586350889843e-06,1.616400575293093e-08,2.8273953844859534e-08,6.249447372295793e-09,4.927509158798265e-07,1.9192432887393807e-07,8.566296941633515e-09,7.549325672532144e-09,2.4158317378310456e-08,2.41788948228207e-08,3.036651199701217e-07,6.058079244602205e-08,1.4410862994347035e-06,1.225661746064231e-07,1.3307808696286623e-07
1869,3.968081492595437e-07,2.18526325365279e-06,1.4252558625368498e-08,2.4686494626280364e-08,6.399460453617881e-09,5.486240053999479e-07,1.9943406316867497e-07,8.118094133432611e-09,7.939076380430216e-09,2.5822733284996957e-08,2.506811215750661e-08,3.183736469379385e-07,5.5827859414746076e-08,1.3974160180753512e-06,1.3020062945250694e-07,1.3412057090330824e-07
1870,3.6839428422094246e-07,2.143580104529974e-06,1.2447371514464781e-08,2.426313981475557e-08,5.720465054029741e-09,5.729339542475438e-07,2.053318520925781e-07,6.622714567226597e-09,8.223898514562019e-09,2.6401787042321497e-08,2.335116887154852e-08,3.4162123694971213e-07,5.2714334231040993e-08,1.3699961170589501e-06,1.3670792498032824e-07,1.3349466192786557e-07
1871,3.705046854715225e-07,2.080219977480218e-06,1.1176996471208765e-08,2.3355825717885637e-08,5.539691499174231e-09,6.141657097811861e-07,2.1917729091975551e-07,6.167817367952466e-09,8.728434356238982e-09,2.358282217126576e-08,2.4877049245982822e-08,3.6932428721619157e-07,5.446395893013037e-08,1.3168317341946282e-06,1.474629475036896e-07,1.2495508018771163e-07
