year,cc,lgdppc,lpop,ltot
1706,PRT,7.4371915215505595,7.625895748718564,15.063087270269124
1706,SWE,7.5411524551363085,7.174565040562335,14.715717495698645
1707,BEL,7.691092908854161,7.63243621015381,15.323529119007972
1707,CHN,7.2763266433770415,11.894249129387562,19.170575772764604
1707,DEU,7.425397184484612,9.645381552567358,17.07077873705197
1707,ESP,6.986640688070039,9.098362211344224,16.085002899414263
1707,FRA,7.600292648122694,9.996351910750915,17.59664455887361
1707,GBR,7.818027938530729,9.108415118071305,16.926443056602032
1707,IND,7.046088248907016,12.027490098269798,19.073578347176813
1707,ITA,7.812194501064443,9.519828549276212,17.332023050340656
1707,JPN,6.978291397455355,10.21165091473118,17.189942312186535
1707,NLD,8.312374471231239,7.561585063055101,15.873959534286339
1707,POL,6.894670039433482,8.7317464358754,15.626416475308881
1707,PRT,7.387449457455506,7.630061296914645,15.01751075437015
1707,SWE,7.520776415062797,7.18051471399847,14.701291129061268
1708,BEL,7.690881946109341,7.636941031669772,15.327822977779114
1708,CHN,7.267052453041565,11.902712010137307,19.169764463178872
1708,DEU,7.416123804253796,9.649606705779217,17.065730510033013
1708,ESP,6.943856354830547,9.101115086483937,16.044971441314484
1708,FRA,7.49374533686126,9.99947954565723,17.49322488251849
1708,GBR,7.877017895622398,9.115983076258889,16.993000971881287
1708,IND,7.044401150549182,12.029460004753666,19.073861155302847
1708,ITA,7.812331429284364,9.523301297142837,17.3356327264272
1708,JPN,6.9783024910017355,10.212802167551853,17.191104658553588
1708,NLD,8.263507734451792,7.563295905612326,15.826803640064117
1708,POL,6.889591308354466,8.736350962684716,15.625942271039182
1708,PRT,7.368799287541171,7.634226845110725,15.003026132651897
1708,SWE,7.4673710669175595,7.186464387434605,14.653835454352166
1709,BEL,7.69067098336452,7.641445853185733,15.332116836550252
1709,CHN,7.257778262706087,11.911174890887054,19.16895315359314
1709,DEU,7.377818242737189,9.653831858991076,17.031650101728264
1709,ESP,6.98406121448168,9.10386796162365,16.08792917610533
1709,FRA,7.171097243854138,10.002607180563546,17.173704424417686
1709,GBR,7.731053144007127,9.123551034446471,16.8546041784536
1709,IND,7.042714052191347,12.031429911237534,19.07414396342888
1709,ITA,7.812468357504285,9.526774045009459,17.339242402513744
1709,JPN,6.978313584548115,10.213953420372528,17.192267004920645
1709,NLD,8.326278670899452,7.56500674816955,15.891285419069002
1709,POL,6.881411303642535,8.74095548949403,15.622366793136566
1709,PRT,7.303015083239139,7.638392393306805,14.941407476545944
1709,SWE,7.508787170634276,7.192414060870741,14.701201231505017
1710,BEL,7.6904600206197,7.645950674701694,15.336410695321394
1710,CHN,7.2485040723706105,11.919637771636799,19.16814184400741
1710,DEU,7.373867235824289,9.658057012202933,17.031924248027224
1710,ESP,6.9499062706557755,9.106620836763364,16.05652710741914
1710,FRA,7.316118884335979,10.00573481546986,17.32185369980584
1710,GBR,7.633369649679584,9.131118992634056,16.76448864231364
1710,IND,7.041026953833513,12.033399817721405,19.07442677155492
1710,ITA,7.812605285724205,9.530246792876083,17.342852078600288
1710,JPN,6.978324678094494,10.215104673193201,17.193429351287694
1710,NLD,8.348046495823247,7.566717590726774,15.914764086550022
1710,POL,6.859614903654202,8.745560016303346,15.605174919957548
1710,PRT,7.209639555945412,7.642557941502886,14.852197497448298
1710,SWE,7.556427969440253,7.198363734306875,14.754791703747127
1711,BEL,7.690249057874879,7.6504554962176545,15.340704554092532
1711,CHN,7.241584462083953,11.928100652386545,19.169685114470497
1711,DEU,7.389291664640837,9.662282165414792,17.05157383005563
1711,ESP,6.953513513715436,9.109373711903077,16.06288722561851
1711,FRA,7.439785161383635,10.008862450376176,17.44864761175981
1711,GBR,7.720905251936779,9.13868695082164,16.85959220275842
1711,IND,7.039339855475679,12.035369724205273,19.074709579680952
1711,ITA,7.812742213944126,9.533719540742707,17.346461754686832
1711,JPN,6.978335771640874,10.216255926013874,17.194591697654747
1711,NLD,8.283296848325765,7.568428433283998,15.851725281609763
1711,POL,6.834108738813838,8.750164543112662,15.5842732819265
1711,PRT,7.144837276359394,7.646723489698966,14.79156076605836
1711,SWE,7.6128310304073565,7.204313407743011,14.817144438150368
1712,BEL,7.690038095130058,7.654960317733616,15.344998412863674
1712,CHN,7.234664851797295,11.93656353313629,19.171228384933585
1712,DEU,7.383078473281519,9.666507318626651,17.04958579190817
1712,ESP,6.987054955357263,9.11212658704279,16.099181542400054
1712,FRA,7.411530737127828,10.011990085282491,17.423520822410318
1712,GBR,7.721791776817535,9.146254909009222,16.86804668582676
1712,IND,7.037652757117844,12.037339630689141,19.074992387806986
1712,ITA,7.812879142164046,9.537192288609331,17.350071430773376
1712,JPN,6.978346865187254,10.217407178834547,17.1957540440218
1712,NLD,8.309965095407927,7.570139275841222,15.88010437124915
1712,POL,6.813444599510896,8.754769069921977,15.568213669432872
1712,PRT,7.227114862495204,7.650889037895047,14.878003900390251
1712,SWE,7.596392304064196,7.210263081179146,14.806655385243342
1713,BEL,7.689827132385238,7.659465139249577,15.349292271634816
1713,CHN,7.227745241510638,11.945026413886037,19.172771655396673
1713,DEU,7.38581509645005,9.670732471838509,17.056547568288558
1713,ESP,6.9757140530433315,9.114879462182504,16.090593515225834
1713,FRA,7.358500449293594,10.015117720188806,17.3736181694824
1713,GBR,7.676473646389156,9.153822867196807,16.830296513585964
1713,IND,7.03596565876001,12.03930953717301,19.07527519593302
1713,ITA,7.813016070383967,9.540665036475955,17.353681106859923
1713,JPN,6.978357958733633,10.218558431655222,17.196916390388854
1713,NLD,8.355826999798271,7.571850118398446,15.927677118196717
1713,POL,6.79794041297493,8.759373596731292,15.557314009706221
1713,PRT,7.327011335005134,7.655054586091127,14.982065921096261
1713,SWE,7.620214770574455,7.216212754615281,14.836427525189736
1714,BEL,7.689616169640417,7.663969960765538,15.353586130405954
1714,CHN,7.22082563122398,11.953489294635782,19.17431492585976
1714,DEU,7.398546955323103,9.674957625050368,17.07350458037347
1714,ESP,7.0258824642100155,9.117632337322217,16.143514801532234
1714,FRA,7.413688585937248,10.018245355095122,17.43193394103237
1714,GBR,7.768110378525988,9.16139082538439,16.929501203910377
1714,IND,7.034278560402176,12.041279443656878,19.075558004059054
1714,ITA,7.813152998603888,9.54413778434258,17.357290782946468
1714,JPN,6.978369052280013,10.219709684475895,17.198078736755907
1714,NLD,8.334657707998298,7.57356096095567,15.908218668953968
1714,POL,6.815639990074331,8.763978123540609,15.57961811361494
1714,PRT,7.371841267421396,7.6592201342872075,15.031061401708603
1714,SWE,7.6004023345004,7.2221624280514165,14.822564762551817
1715,BEL,7.6894052068955965,7.6684747822815,15.357879989177096
1715,CHN,7.213906020937323,11.961952175385528,19.17585819632285
1715,DEU,7.4164846694361675,9.679182778262227,17.095667447698396
1715,ESP,7.016921961602271,9.12038521246193,16.1373071740642
1715,FRA,7.566310197805105,10.021372990001437,17.58768318780654
1715,GBR,7.738052297689316,9.168958783571973,16.907011081261288
1715,IND,7.0325914620443415,12.043249350140746,19.07584081218509
1715,ITA,7.813289926823809,9.547610532209202,17.36090045903301
1715,JPN,6.978380145826392,10.220860937296568,17.19924108312296
1715,NLD,8.240972223920975,7.575271803512894,15.81624402743387
1715,POL,6.833031732786201,8.768582650349924,15.601614383136123
1715,PRT,7.38608332765041,7.663385682483288,15.049469010133699
1715,SWE,7.590852123688581,7.228112101487551,14.818964225176131
1716,BEL,7.689194244150776,7.672979603797461,15.362173847948236
1716,CHN,7.206986410650664,11.970415056135273,19.177401466785938
1716,DEU,7.429815232799836,9.683407931474086,17.113223164273922
1716,ESP,7.044069568537919,9.123138087601644,16.167207656139563
1716,FRA,7.63443016390301,10.024500624907752,17.658930788810764
1716,GBR,7.769378609513984,9.176526741759558,16.94590535127354
1716,IND,7.030904363686507,12.045219256624616,19.076123620311122
1716,ITA,7.81342685504373,9.551083280075826,17.364510135119556
1716,JPN,6.978391239372772,10.222012190117242,17.200403429490013
1716,NLD,8.133416317699714,7.576982646070118,15.710398963769833
1716,POL,6.842683282238422,8.773187177159238,15.61587045939766
1716,PRT,7.39265545594876,7.6675512306793685,15.060206686628128
1716,SWE,7.466799475018602,7.234061774923687,14.700861249942289
1717,BEL,7.688983281405955,7.677484425313422,15.366467706719376
1717,CHN,7.200066800364007,11.97887793688502,19.178944737249026
1717,DEU,7.42543525324557,9.687633084685944,17.113068337931512
1717,ESP,7.049446618408998,9.125890962741357,16.175337581150355
1717,FRA,7.767270729900065,10.027628259814069,17.794898989714135
1717,GBR,7.817222785508166,9.18409469994714,17.001317485455306
1717,IND,7.029217265328673,12.047189163108484,19.076406428437156
1717,ITA,7.813563783263651,9.55455602794245,17.3681198112061
1717,JPN,6.978402332919152,10.223163442937915,17.201565775857066
1717,NLD,8.206065500389776,7.5786934886273425,15.784758989017119
1717,POL,6.854354502255021,8.777791703968555,15.632146206223577
1717,PRT,7.471999663199547,7.6717167788754494,15.143716442074997
1717,SWE,7.374001859350161,7.240011448359822,14.614013307709982
1718,BEL,7.688772318661135,7.681989246829383,15.370761565490518
1718,CHN,7.193147190077349,11.987340817634765,19.180488007712114
1718,DEU,7.435650232823493,9.691858237897803,17.127508470721295
1718,ESP,7.046752453673591,9.12864383788107,16.175396291554662
1718,FRA,7.598726392304531,10.030755894720384,17.629482287024913
1718,GBR,7.8655717576847906,9.191662658134724,17.057234415819515
1718,IND,7.0275301669708385,12.049159069592353,19.07668923656319
1718,ITA,7.8137007114835715,9.558028775809074,17.371729487292647
1718,JPN,6.978413426465531,10.224314695758588,17.20272812222412
1718,NLD,8.236969864252133,7.580404331184567,15.817374195436699
1718,POL,6.859614903654202,8.78239623077787,15.642011134432071
1718,PRT,7.504293704266225,7.6758823270715295,15.180176031337755
1718,SWE,7.267525427828172,7.245961121795957,14.51348654962413
1719,BEL,7.688561355916314,7.686494068345344,15.375055424261658
1719,CHN,7.186227579790692,11.995803698384512,19.182031278175202
1719,DEU,7.427778654803301,9.696083391109662,17.123862045912965
1719,ESP,7.044183198435307,9.131396713020784,16.17557991145609
1719,FRA,7.5836677985478325,10.0338835296267,17.61755132817453
1719,GBR,7.8407064517494,9.199230616322307,17.03993706807171
1719,IND,7.025843068613004,12.051128976076221,19.076972044689224
1719,ITA,7.813837639703492,9.561501523675698,17.37533916337919
1719,JPN,6.97842452001191,10.225465948579263,17.203890468591172
1719,NLD,8.146671872414247,7.582115173741791,15.728787046156038
1719,POL,6.871091294610546,8.787000757587185,15.65809205219773
1719,PRT,7.482110766876113,7.68004787526761,15.162158642143723
1719,SWE,7.428333194190806,7.251910795232092,14.680243989422898
1720,BEL,7.688350393171493,7.690998889861305,15.379349283032798
1720,CHN,7.179307969504034,12.004266579134258,19.18357454863829
1720,DEU,7.4202430058862205,9.700308544321521,17.120551550207743
1720,ESP,7.086395888844752,9.134149588160497,16.22054547700525
1720,FRA,7.527889736185722,10.037011164533014,17.564900900718737
1720,GBR,7.906547232368036,9.206798574509891,17.113345806877927
1720,IND,7.02415597025517,12.05309888256009,19.07725485281526
1720,ITA,7.813974567923413,9.56497427154232,17.378948839465735
1720,JPN,6.978435613558291,10.226617201399936,17.205052814958226
1720,NLD,8.16509142617947,7.583826016299015,15.748917442478486
1720,POL,6.878326468291325,8.791605284396502,15.669931752687827
1720,PRT,7.522842384459985,7.6842134234636905,15.207055807923677
1720,SWE,7.560601162768557,7.257860468668227,14.818461631436783
1721,BEL,7.688139430426673,7.695503711377267,15.38364314180394
1721,CHN,7.150670734075976,12.012729459884003,19.16340019395998
1721,DEU,7.45039239292802,9.704533697533378,17.154926090461398
1721,ESP,7.026182472867455,9.136902463300212,16.163084936167667
1721,FRA,7.628422073449209,10.04013879943933,17.668560872888538
1721,GBR,7.8674885686991285,9.214366532697476,17.081855101396606
1721,IND,7.022468871897336,12.055068789043958,19.077537660941292
1721,ITA,7.814111496143334,9.568447019408945,17.38255851555228
1721,JPN,6.97844670710467,10.227768454220609,17.20621516132528
1721,NLD,8.13420093916013,7.585536858856239,15.71973779801637
1721,POL,6.887552571664617,8.796209811205816,15.683762382870434
1721,PRT,7.481333303146942,7.688378971659771,15.169712274806713
1721,SWE,7.5953872788539725,7.263810142104362,14.859197420958335
1722,BEL,7.687928467681852,7.700008532893228,15.387937000575079
1722,CHN,7.122033498647918,12.02119234063375,19.14322583928167
1722,DEU,7.465150042444635,9.708758850745237,17.17390889318987
1722,ESP,7.05633774386167,9.139655338439924,16.195993082301595
1722,FRA,7.526513976848132,10.043266434345645,17.569780411193776
1722,GBR,7.877017895622398,9.221934490885058,17.098952386507456
1722,IND,7.020781773539501,12.057038695527826,19.077820469067326
1722,ITA,7.814248424363255,9.571919767275569,17.386168191638824
1722,JPN,6.9743490587098265,10.228919707041282,17.20326876575111
1722,NLD,8.130796457673588,7.587247701413463,15.71804415908705
1722,POL,6.902742737158593,8.800814338015133,15.703557075173727
1722,PRT,7.423212370585893,7.692544519855851,15.115756890441745
1722,SWE,7.43307534889858,7.269759815540498,14.702835164439078
1723,BEL,7.687717504937032,7.704513354409189,15.39223085934622
1723,CHN,7.09339626321986,12.029655221383495,19.123051484603355
1723,DEU,7.467832073207313,9.712984003957096,17.18081607716441
1723,ESP,7.062064517728485,9.142408213579637,16.204472731308122
1723,FRA,7.491639465282299,10.04639406925196,17.538033534534257
1723,GBR,7.848933726364071,9.229502449072642,17.078436175436714
1723,IND,7.019094675181667,12.059008602011696,19.078103277193364
1723,ITA,7.814385352583176,9.575392515142193,17.389777867725368
1723,JPN,6.970251410314982,10.230070959861957,17.200322370176938
1723,NLD,8.171660424030748,7.588958543970688,15.760618968001435
1723,POL,6.913737350659685,8.805418864824448,15.719156215484134
1723,PRT,7.5181241451101135,7.696710068051932,15.214834213162046
1723,SWE,7.341483852363161,7.2757094889766325,14.617193341339792
1724,BEL,7.687506542192211,7.70901817592515,15.396524718117362
1724,CHN,7.064759027791802,12.038118102133241,19.102877129925044
1724,DEU,7.455883226870408,9.717209157168954,17.17309238403936
1724,ESP,7.048886052608841,9.145161088719352,16.19404714132819
1724,FRA,7.449475768719632,10.049521704158275,17.498997472877907
1724,GBR,7.8351837552667485,9.237070407260225,17.072254162526974
1724,IND,7.017407576823833,12.060978508495564,19.078386085319398
1724,ITA,7.8145222808030965,9.578865263008817,17.39338754381191
1724,JPN,6.966153761920139,10.23122221268263,17.197375974602767
1724,NLD,8.186408847840225,7.590669386527912,15.777078234368137
1724,POL,6.922643891475888,8.810023391633763,15.73266728310965
1724,PRT,7.504652709162408,7.700875616248012,15.20552832541042
1724,SWE,7.355641102974253,7.281659162412768,14.637300265387022
1725,BEL,7.68729557944739,7.713522997441111,15.4008185768885
1725,CHN,7.073635223904057,12.046580982882986,19.120216206787042
1725,DEU,7.4423963139320986,9.721434310380813,17.16383062431291
1725,ESP,7.097138063555987,9.147913963859065,16.245052027415053
1725,FRA,7.480204273932195,10.05264933906459,17.532853612996785
1725,GBR,7.85748078694253,9.244638365447809,17.102119152390337
1725,IND,7.015720478465998,12.062948414979433,19.078668893445432
1725,ITA,7.814659209023017,9.582338010875441,17.39699721989846
1725,JPN,6.9620561135252945,10.232373465503303,17.194429579028597
1725,NLD,8.221756830184452,7.592380229085136,15.814137059269587
1725,POL,6.913737350659685,8.81462791844308,15.728365269102763
1725,PRT,7.589694011087515,7.705041164444093,15.294735175531606
1725,SWE,7.344719054149673,7.2876088358489035,14.632327889998576
1726,BEL,7.6870846167025695,7.718027818957072,15.405112435659643
1726,CHN,7.082511420016313,12.055043863632733,19.137555283649046
1726,DEU,7.427259469178423,9.725659463592672,17.152918932771094
1726,ESP,7.093160405343116,9.150666838998777,16.243827244341894
1726,FRA,7.469219085926425,10.055776973970906,17.52499605989733
1726,GBR,7.817222785508166,9.252206323635393,17.06942910914356
1726,IND,7.014033380108164,12.064918321463301,19.078951701571466
1726,ITA,7.814796137242938,9.585810758742063,17.400606895985
1726,JPN,6.957958465130451,10.233524718323977,17.19148318345443
1726,NLD,8.247296170514867,7.59409107164236,15.841387242157227
1726,POL,6.911747300251674,8.819232445252394,15.730979745504069
1726,PRT,7.571105932669314,7.709206712640173,15.280312645309486
1726,SWE,7.274479558773871,7.293558509285038,14.56803806805891
1727,BEL,7.686873653957749,7.722532640473034,15.409406294430783
1727,CHN,7.091387616128568,12.063506744382478,19.154894360511044
1727,DEU,7.428382859700473,9.729884616804531,17.158267476505003
1727,ESP,7.105262944655758,9.153419714138492,16.25868265879425
1727,FRA,7.538951188258235,10.05890460887722,17.597855797135455
1727,GBR,7.805882040228621,9.259774281822976,17.065656322051595
1727,IND,7.01234628175033,12.06688822794717,19.0792345096975
1727,ITA,7.814933065462858,9.589283506608687,17.404216572071547
1727,JPN,6.953860816735608,10.23467597114465,17.18853678788026
1727,NLD,8.232714538681995,7.595801914199584,15.82851645288158
1727,POL,6.903747257584598,8.82383697206171,15.727584229646308
1727,PRT,7.462538660145105,7.713372260836253,15.175910920981359
1727,SWE,7.355001921105257,7.299508182721174,14.65451010382643
1728,BEL,7.686662691212929,7.727037461988995,15.413700153201923
1728,CHN,7.100263812240823,12.071969625132224,19.17223343737305
1728,DEU,7.448149460487453,9.734109770016389,17.182259230503842
1728,ESP,7.054864915442964,9.156172589278205,16.21103750472117
1728,FRA,7.547567975071069,10.062032243783538,17.609600218854606
1728,GBR,7.845416036592485,9.26734224001056,17.112758276603046
1728,IND,7.010659183392495,12.068858134431037,19.079517317823534
1728,ITA,7.815069993682779,9.592756254475312,17.40782624815809
1728,JPN,6.9497631683407635,10.235827223965323,17.185590392306086
1728,NLD,8.236497943526054,7.597512756756808,15.834010700282862
1728,POL,6.890609120147166,8.828441498871026,15.719050619018192
1728,PRT,7.5396051288777794,7.717537809032334,15.257142937910114
1728,SWE,7.498869733976931,7.305457856157309,14.804327590134239
1729,BEL,7.686451728468108,7.731542283504956,15.417994011973065
1729,CHN,7.109140008353078,12.08043250588197,19.189572514235046
1729,DEU,7.455361731340033,9.738334923228248,17.19369665456828
1729,ESP,7.068939710273569,9.158925464417917,16.227865174691487
1729,FRA,7.54541202688706,10.065159878689853,17.61057190557691
1729,GBR,7.804659297056102,9.274910198198143,17.079569495254244
1729,IND,7.008972085034661,12.070828040914908,19.079800125949568
1729,ITA,7.8152069219027,9.596229002341936,17.411435924244635
1729,JPN,6.94566551994592,10.236978476785996,17.182643996731915
1729,NLD,8.284197343659017,7.5992235993140325,15.88342094297305
1729,POL,6.884486652042782,8.833046025680341,15.717532677723124
1729,PRT,7.574850950531676,7.721703357228414,15.29655430776009
1729,SWE,7.532088143541722,7.311407529593444,14.843495673135166
1730,BEL,7.686240765723287,7.7360471050209165,15.422287870744203
1730,CHN,7.1180162044653335,12.088895386631716,19.20691159109705
1730,DEU,7.471978539876478,9.742560076440107,17.214538616316585
1730,ESP,7.152581866788404,9.161678339557632,16.314260206346034
1730,FRA,7.541729903376481,10.068287513596168,17.61001741697265
1730,GBR,7.839131648274333,9.282478156385727,17.12160980466006
1730,IND,7.007284986676827,12.072797947398776,19.0800829340756
1730,ITA,7.815343850122621,9.59970175020856,17.41504560033118
1730,JPN,6.941567871551077,10.238129729606671,17.17969760115775
1730,NLD,8.214303976838814,7.6009344418712566,15.81523841871007
1730,POL,6.878326468291325,8.837650552489656,15.715977020780981
1730,PRT,7.593235731588832,7.725868905424495,15.319104637013327
1730,SWE,7.488293515159428,7.317357203029579,14.805650718189007
1731,BEL,7.686029802978466,7.740551926536878,15.426581729515345
1731,CHN,7.111659549832094,12.09735826738146,19.209017817213557
1731,DEU,7.459287127465867,9.746785229651964,17.206072357117833
1731,ESP,7.13631929843213,9.164431214697345,16.300750513129476
1731,FRA,7.548661874937058,10.071415148502483,17.620077023439542
1731,GBR,7.823645930834952,9.290046114573311,17.113692045408264
1731,IND,7.005597888318992,12.074767853882644,19.080365742201636
1731,ITA,7.8154807783425415,9.603174498075184,17.418655276417724
1731,JPN,6.937470223156232,10.239280982427344,17.176751205583578
1731,NLD,8.165851593452867,7.602645284428481,15.768496877881347
1731,POL,6.86484777797086,8.842255079298972,15.707102857269833
1731,PRT,7.577948860927732,7.730034453620575,15.307983314548306
1731,SWE,7.462789157412448,7.323306876465714,14.786096033878163
1732,BEL,7.685818840233646,7.745056748052839,15.430875588286485
1732,CHN,7.105302895198855,12.105821148131207,19.211124043330063
1732,DEU,7.468828869456049,9.751010382863823,17.219839252319872
1732,ESP,7.129343827762104,9.167184089837058,16.29652791759916
1732,FRA,7.579176094343807,10.074542783408798,17.653718877752606
1732,GBR,7.8838232148921525,9.297614072760894,17.181437287653047
1732,IND,7.003910789961158,12.076737760366512,19.08064855032767
1732,ITA,7.815617706562462,9.606647245941806,17.422264952504268
1732,JPN,6.933372574761389,10.240432235248017,17.173804810009408
1732,NLD,8.172163948714095,7.604356126985705,15.7765200756998
1732,POL,6.859614903654202,8.846859606108287,15.70647450976249
1732,PRT,7.639436788672111,7.734200001816655,15.373636790488765
1732,SWE,7.45182223652793,7.329256549901849,14.781078786429779
1733,BEL,7.685607877488826,7.7495615695688,15.435169447057625
1733,CHN,7.098946240565615,12.114284028880952,19.21323026944657
1733,DEU,7.479726159734399,9.755235536075682,17.23496169581008
1733,ESP,7.100338841360678,9.169936964976772,16.27027580633745
1733,FRA,7.603926672012912,10.077670418315114,17.681597090328026
1733,GBR,7.900636613018005,9.305182030948478,17.20581864396648
1733,IND,7.002223691603324,12.07870766685038,19.080931358453704
1733,ITA,7.815754634782383,9.61011999380843,17.42587462859081
1733,JPN,6.929274926366545,10.241583488068692,17.170858414435237
1733,NLD,8.16711725619618,7.606066969542929,15.773184225739108
1733,POL,6.859614903654202,8.851464132917602,15.711079036571803
1733,PRT,7.598491308734079,7.738365550012736,15.336856858746815
1733,SWE,7.424761761823209,7.335206223337985,14.759967985161193
1734,BEL,7.685396914744005,7.754066391084762,15.439463305828767
1734,CHN,7.092589585932376,12.122746909630699,19.215336495563076
1734,DEU,7.4687890861375585,9.759460689287542,17.2282497754251
1734,ESP,7.052289028779679,9.172689840116485,16.224978868896166
1734,FRA,7.574397611974124,10.080798053221429,17.655195665195553
1734,GBR,7.8868329989550565,9.31274998913606,17.199582988091116
1734,IND,7.0005365932454895,12.080677573334249,19.081214166579738
